CustomerKey,CustomerCode,FirstName,LastName,FullName,Gender,BirthDate,JoinDate,CustomerSegment,GeographyKey,EmailHighCardinality,IsNewsletterSubscriber
1034,C001034,Marta,Nilsson,Marta Nilsson,F,1956-11-22,2022-11-15,Small Business,13,marta.nilsson.1034@example.com,False
1035,C001035,Tomas,Nilsson,Tomas Nilsson,M,1989-02-11,2024-06-11,Consumer,24,tomas.nilsson.1035@example.com,True
1036,C001036,Julia,Garcia,Julia Garcia,F,1977-10-18,2020-05-20,Consumer,31,julia.garcia.1036@example.com,False
1037,C001037,Lena,Nowak,Lena Nowak,M,1963-09-10,2022-05-19,Consumer,5,lena.nowak.1037@example.com,False
1038,C001038,Anna,Muller,Anna Muller,F,1973-05-13,2022-01-13,Small Business,22,anna.muller.1038@example.com,True
1039,C001039,Marta,Novak,Marta Novak,M,1991-04-28,2023-05-10,Consumer,19,marta.novak.1039@example.com,True
1040,C001040,Lena,Jansen,Lena Jansen,M,1971-11-01,2023-10-22,Consumer,8,lena.jansen.1040@example.com,True
1041,C001041,Sofia,Muller,Sofia Muller,F,1990-12-11,2020-03-24,Consumer,4,sofia.muller.1041@example.com,False
1042,C001042,Hugo,Nowak,Hugo Nowak,Unknown,1981-10-24,2020-09-26,Consumer,3,hugo.nowak.1042@example.com,True
1043,C001043,Piotr,Kowalski,Piotr Kowalski,M,1986-09-08,2022-02-22,Consumer,3,piotr.kowalski.1043@example.com,False
1044,C001044,Anna,Klein,Anna Klein,Unknown,1958-01-25,2020-11-28,Corporate,15,anna.klein.1044@example.com,True
1045,C001045,Adam,Jansen,Adam Jansen,M,1958-07-25,2021-08-24,Corporate,2,adam.jansen.1045@example.com,False
1046,C001046,Kasia,Nowak,Kasia Nowak,M,1994-06-12,2023-05-20,Small Business,8,kasia.nowak.1046@example.com,True
1047,C001047,Lena,Kowalski,Lena Kowalski,Unknown,1969-07-24,2022-11-25,Consumer,6,lena.kowalski.1047@example.com,False
1048,C001048,Jan,Nowak,Jan Nowak,F,1958-03-15,2023-01-30,Consumer,16,jan.nowak.1048@example.com,False
1049,C001049,Marco,Smith,Marco Smith,Unknown,1993-07-16,2020-11-04,Consumer,16,marco.smith.1049@example.com,True
1050,C001050,Emma,Jansen,Emma Jansen,M,2000-12-27,2022-03-28,Corporate,35,emma.jansen.1050@example.com,False
1051,C001051,Noah,Novak,Noah Novak,F,1972-06-23,2023-04-23,Consumer,19,noah.novak.1051@example.com,False
1052,C001052,Ola,Nowak,Ola Nowak,M,1968-03-27,2021-11-01,Corporate,32,ola.nowak.1052@example.com,True
1053,C001053,Sofia,Kowalski,Sofia Kowalski,F,1970-12-15,2022-09-22,Consumer,24,sofia.kowalski.1053@example.com,False
1054,C001054,Ola,Nilsson,Ola Nilsson,M,1979-05-27,2022-02-06,Small Business,18,ola.nilsson.1054@example.com,True
1055,C001055,Eva,Dubois,Eva Dubois,F,1983-01-08,2023-07-21,Corporate,2,eva.dubois.1055@example.com,False
1056,C001056,Jan,Novak,Jan Novak,M,2003-06-01,2022-03-07,Small Business,20,jan.novak.1056@example.com,False
1057,C001057,Lucia,Martin,Lucia Martin,F,1994-07-28,2021-02-14,Corporate,2,lucia.martin.1057@example.com,False
1058,C001058,Adam,Jansen,Adam Jansen,M,1982-10-24,2023-04-27,Consumer,19,adam.jansen.1058@example.com,True
1059,C001059,Sofia,Klein,Sofia Klein,F,1955-05-26,2021-08-17,VIP,16,sofia.klein.1059@example.com,False
1060,C001060,Lucia,Nilsson,Lucia Nilsson,M,1980-01-20,2023-04-06,Corporate,19,lucia.nilsson.1060@example.com,False
1061,C001061,Piotr,Rossi,Piotr Rossi,F,1991-11-11,2021-02-20,Consumer,1,piotr.rossi.1061@example.com,True
1062,C001062,Kasia,Kowalski,Kasia Kowalski,F,1977-08-21,2022-10-03,Consumer,1,kasia.kowalski.1062@example.com,False
1063,C001063,Ola,Klein,Ola Klein,F,1994-09-11,2024-04-17,Consumer,6,ola.klein.1063@example.com,False
1064,C001064,Marek,Smith,Marek Smith,F,1969-11-06,2021-11-13,Consumer,17,marek.smith.1064@example.com,True
1065,C001065,Kasia,Nilsson,Kasia Nilsson,F,1975-01-18,2021-04-08,VIP,33,kasia.nilsson.1065@example.com,False
1066,C001066,Anna,Brown,Anna Brown,M,1977-09-23,2023-03-12,Consumer,17,anna.brown.1066@example.com,False
1067,C001067,Julia,Nowak,Julia Nowak,Unknown,1970-04-11,2022-06-26,Consumer,8,julia.nowak.1067@example.com,False
1068,C001068,Sofia,Kowalski,Sofia Kowalski,M,1975-10-26,2022-11-15,Small Business,19,sofia.kowalski.1068@example.com,True
1069,C001069,Filip,Kowalski,Filip Kowalski,Unknown,1965-06-02,2022-01-11,Consumer,19,filip.kowalski.1069@example.com,False
1070,C001070,Julia,Martin,Julia Martin,Unknown,2004-12-17,2023-01-24,Consumer,21,julia.martin.1070@example.com,True
1071,C001071,Sofia,Dubois,Sofia Dubois,Unknown,2003-11-03,2023-01-16,Consumer,3,sofia.dubois.1071@example.com,False
1072,C001072,Adam,Martin,Adam Martin,Unknown,1962-09-26,2024-07-04,Consumer,27,adam.martin.1072@example.com,False
1073,C001073,Emma,Lewandowski,Emma Lewandowski,M,1991-05-08,2022-06-11,Consumer,18,emma.lewandowski.1073@example.com,True
1074,C001074,Noah,Jansen,Noah Jansen,Unknown,2001-07-12,2023-10-02,Consumer,8,noah.jansen.1074@example.com,False
1075,C001075,Filip,Muller,Filip Muller,Unknown,1983-07-08,2021-02-08,Consumer,31,filip.muller.1075@example.com,False
1076,C001076,Filip,Rossi,Filip Rossi,M,1973-06-11,2022-02-16,Consumer,9,filip.rossi.1076@example.com,False
1077,C001077,Emma,Klein,Emma Klein,M,1966-08-01,2022-03-19,Consumer,32,emma.klein.1077@example.com,False
1078,C001078,Piotr,Smith,Piotr Smith,F,1957-07-01,2021-01-01,Consumer,31,piotr.smith.1078@example.com,False
1079,C001079,Tomas,Garcia,Tomas Garcia,Unknown,1963-07-23,2021-10-17,Consumer,25,tomas.garcia.1079@example.com,True
1080,C001080,Lena,Nilsson,Lena Nilsson,Unknown,1994-02-24,2022-04-16,Small Business,22,lena.nilsson.1080@example.com,False
1081,C001081,Kasia,Martin,Kasia Martin,Unknown,1982-05-25,2021-06-02,Consumer,27,kasia.martin.1081@example.com,False
1082,C001082,Marta,Smith,Marta Smith,M,1955-10-19,2023-07-05,Consumer,33,marta.smith.1082@example.com,True
1083,C001083,Piotr,Muller,Piotr Muller,Unknown,1974-08-11,2025-01-11,Small Business,18,piotr.muller.1083@example.com,False
1084,C001084,Marco,Garcia,Marco Garcia,F,1979-06-25,2022-04-22,Small Business,28,marco.garcia.1084@example.com,False
1085,C001085,Tomas,Novak,Tomas Novak,M,1972-10-20,2021-09-05,Consumer,14,tomas.novak.1085@example.com,True
1086,C001086,Marek,Jansen,Marek Jansen,F,1969-03-10,2021-11-14,Corporate,18,marek.jansen.1086@example.com,True
1087,C001087,Adam,Lewandowski,Adam Lewandowski,Unknown,1987-03-01,2020-07-19,Consumer,14,adam.lewandowski.1087@example.com,True
1088,C001088,Anna,Garcia,Anna Garcia,Unknown,1968-05-19,2023-04-21,Consumer,32,anna.garcia.1088@example.com,False
1089,C001089,Piotr,Jansen,Piotr Jansen,M,1982-08-09,2022-07-12,Corporate,8,piotr.jansen.1089@example.com,True
1090,C001090,Marta,Martin,Marta Martin,Unknown,1969-12-03,2021-12-18,Consumer,23,marta.martin.1090@example.com,False
1091,C001091,Marta,Martin,Marta Martin,Unknown,1999-06-02,2021-05-08,Small Business,33,marta.martin.1091@example.com,True
1092,C001092,Anna,Muller,Anna Muller,Unknown,1963-10-13,2020-10-15,Consumer,3,anna.muller.1092@example.com,False
1093,C001093,Lukas,Martin,Lukas Martin,Unknown,1986-05-05,2021-12-10,Small Business,32,lukas.martin.1093@example.com,False
1094,C001094,Tomas,Nowak,Tomas Nowak,F,1986-09-20,2022-06-01,Consumer,1,tomas.nowak.1094@example.com,True
1095,C001095,Lena,Muller,Lena Muller,M,1995-06-16,2021-07-10,Small Business,25,lena.muller.1095@example.com,False
1096,C001096,Marek,Wojcik,Marek Wojcik,M,1995-07-20,2024-01-18,Consumer,32,marek.wojcik.1096@example.com,True
1097,C001097,Tomas,Jansen,Tomas Jansen,F,1975-04-22,2021-06-17,Consumer,19,tomas.jansen.1097@example.com,True
1098,C001098,Hugo,Martin,Hugo Martin,M,1980-12-05,2022-07-18,Corporate,8,hugo.martin.1098@example.com,False
1099,C001099,Marco,Rossi,Marco Rossi,F,1987-04-28,2022-02-06,Corporate,2,marco.rossi.1099@example.com,True
1100,C001100,Tomas,Dubois,Tomas Dubois,M,1983-07-13,2021-07-30,Consumer,21,tomas.dubois.1100@example.com,True
1101,C001101,Marco,Jansen,Marco Jansen,Unknown,1981-04-19,2020-06-25,Consumer,3,marco.jansen.1101@example.com,False
1102,C001102,Sofia,Nilsson,Sofia Nilsson,F,1989-01-24,2024-01-26,Small Business,22,sofia.nilsson.1102@example.com,True
1103,C001103,Adam,Nowak,Adam Nowak,Unknown,1996-01-17,2023-06-11,Consumer,23,adam.nowak.1103@example.com,True
1104,C001104,Eva,Lewandowski,Eva Lewandowski,M,2000-04-10,2020-08-29,Consumer,35,eva.lewandowski.1104@example.com,True
1105,C001105,Anna,Kowalski,Anna Kowalski,M,1956-09-04,2022-10-29,Consumer,16,anna.kowalski.1105@example.com,True
1106,C001106,Noah,Brown,Noah Brown,Unknown,2004-12-08,2023-06-08,Consumer,2,noah.brown.1106@example.com,False
1107,C001107,Sofia,Lewandowski,Sofia Lewandowski,F,2002-05-28,2022-03-12,Consumer,26,sofia.lewandowski.1107@example.com,False
1108,C001108,Anna,Kowalski,Anna Kowalski,Unknown,2002-09-20,2022-02-10,Corporate,27,anna.kowalski.1108@example.com,True
1109,C001109,Lucia,Dubois,Lucia Dubois,M,1987-12-01,2022-09-10,Consumer,20,lucia.dubois.1109@example.com,True
1110,C001110,Eva,Rossi,Eva Rossi,M,1982-02-08,2024-01-03,Consumer,31,eva.rossi.1110@example.com,False
1111,C001111,Julia,Muller,Julia Muller,M,1979-01-16,2022-03-03,Corporate,35,julia.muller.1111@example.com,False
1112,C001112,Noah,Nilsson,Noah Nilsson,M,1956-07-25,2023-11-10,Consumer,29,noah.nilsson.1112@example.com,True
1113,C001113,Lucia,Smith,Lucia Smith,F,1995-02-04,2021-05-18,Small Business,20,lucia.smith.1113@example.com,False
1114,C001114,Marta,Smith,Marta Smith,Unknown,1980-10-27,2023-08-11,Small Business,16,marta.smith.1114@example.com,False
1115,C001115,Marek,Rossi,Marek Rossi,F,1981-05-24,2021-11-25,Consumer,4,marek.rossi.1115@example.com,False
1116,C001116,Anna,Rossi,Anna Rossi,Unknown,1999-04-25,2023-03-02,Consumer,27,anna.rossi.1116@example.com,False
1117,C001117,Lucia,Jansen,Lucia Jansen,F,2000-08-17,2020-11-25,Consumer,16,lucia.jansen.1117@example.com,True
1118,C001118,Anna,Smith,Anna Smith,M,1988-12-04,2022-08-23,Small Business,9,anna.smith.1118@example.com,True
1119,C001119,Marek,Smith,Marek Smith,M,1995-09-16,2024-09-04,Consumer,28,marek.smith.1119@example.com,True
1120,C001120,Marco,Martin,Marco Martin,Unknown,1998-05-17,2023-03-08,Corporate,28,marco.martin.1120@example.com,True
1121,C001121,Emma,Wojcik,Emma Wojcik,M,1994-12-12,2021-12-15,Consumer,34,emma.wojcik.1121@example.com,False
1122,C001122,Lukas,Novak,Lukas Novak,F,2000-08-01,2023-06-12,Consumer,9,lukas.novak.1122@example.com,True
1123,C001123,Marco,Martin,Marco Martin,M,1967-04-23,2024-10-02,Consumer,1,marco.martin.1123@example.com,True
1124,C001124,Filip,Smith,Filip Smith,M,1959-06-21,2021-09-13,Corporate,30,filip.smith.1124@example.com,False
1125,C001125,Marco,Lewandowski,Marco Lewandowski,Unknown,1982-10-24,2023-03-16,Corporate,18,marco.lewandowski.1125@example.com,False
1126,C001126,Emma,Nowak,Emma Nowak,M,1992-03-04,2021-03-02,Consumer,35,emma.nowak.1126@example.com,False
1127,C001127,Julia,Nilsson,Julia Nilsson,Unknown,1996-07-11,2021-12-10,Small Business,9,julia.nilsson.1127@example.com,False
1128,C001128,Emma,Smith,Emma Smith,F,1955-04-07,2022-07-27,Consumer,31,emma.smith.1128@example.com,False
1129,C001129,Marta,Klein,Marta Klein,M,1958-03-17,2022-03-16,Corporate,21,marta.klein.1129@example.com,True
1130,C001130,Piotr,Muller,Piotr Muller,Unknown,1990-07-13,2021-12-29,Consumer,33,piotr.muller.1130@example.com,True
1131,C001131,Lucia,Novak,Lucia Novak,Unknown,1960-10-27,2022-05-02,Small Business,34,lucia.novak.1131@example.com,False
1132,C001132,Adam,Jansen,Adam Jansen,Unknown,1986-12-26,2021-12-22,Small Business,28,adam.jansen.1132@example.com,False
1133,C001133,Anna,Lewandowski,Anna Lewandowski,Unknown,1978-08-25,2022-01-23,Consumer,12,anna.lewandowski.1133@example.com,False
1134,C001134,Eva,Garcia,Eva Garcia,M,1966-12-01,2023-12-07,Consumer,13,eva.garcia.1134@example.com,True
1135,C001135,Lucia,Nowak,Lucia Nowak,F,1978-05-17,2023-07-01,Corporate,20,lucia.nowak.1135@example.com,False
1136,C001136,Jan,Martin,Jan Martin,Unknown,2000-05-09,2020-07-27,Small Business,26,jan.martin.1136@example.com,False
1137,C001137,Filip,Brown,Filip Brown,F,1984-08-06,2023-09-26,Consumer,31,filip.brown.1137@example.com,True
1138,C001138,Lukas,Lewandowski,Lukas Lewandowski,F,1963-02-14,2020-05-01,Consumer,10,lukas.lewandowski.1138@example.com,False
1139,C001139,Piotr,Lewandowski,Piotr Lewandowski,M,1989-05-28,2021-07-21,Small Business,21,piotr.lewandowski.1139@example.com,False
1140,C001140,Lukas,Klein,Lukas Klein,Unknown,1992-12-12,2020-08-20,Consumer,21,lukas.klein.1140@example.com,False
1141,C001141,Marta,Muller,Marta Muller,F,2003-09-05,2021-06-15,Consumer,4,marta.muller.1141@example.com,True
1142,C001142,Julia,Dubois,Julia Dubois,M,1966-11-24,2019-08-29,Consumer,13,julia.dubois.1142@example.com,True
1143,C001143,Kasia,Nilsson,Kasia Nilsson,F,1999-02-19,2021-03-13,Small Business,22,kasia.nilsson.1143@example.com,True
1144,C001144,Lukas,Garcia,Lukas Garcia,F,1992-11-01,2020-10-19,Consumer,6,lukas.garcia.1144@example.com,True
1145,C001145,Noah,Rossi,Noah Rossi,M,1998-11-28,2022-03-18,Consumer,6,noah.rossi.1145@example.com,False
1146,C001146,Ola,Smith,Ola Smith,M,1991-06-14,2022-06-04,Small Business,12,ola.smith.1146@example.com,True
1147,C001147,Ola,Martin,Ola Martin,Unknown,1983-05-03,2022-08-15,Consumer,19,ola.martin.1147@example.com,False
1148,C001148,Kasia,Lewandowski,Kasia Lewandowski,Unknown,1995-11-27,2021-09-24,Consumer,34,kasia.lewandowski.1148@example.com,False
1149,C001149,Tomas,Garcia,Tomas Garcia,M,1996-11-26,2022-05-10,Corporate,14,tomas.garcia.1149@example.com,False
1150,C001150,Marta,Novak,Marta Novak,M,2004-04-09,2024-01-05,Consumer,18,marta.novak.1150@example.com,True
1151,C001151,Marek,Smith,Marek Smith,M,1984-10-11,2024-02-13,Corporate,12,marek.smith.1151@example.com,False
1152,C001152,Piotr,Brown,Piotr Brown,M,1977-01-06,2023-06-27,Consumer,21,piotr.brown.1152@example.com,False
1153,C001153,Hugo,Rossi,Hugo Rossi,M,1965-08-18,2021-08-08,Small Business,12,hugo.rossi.1153@example.com,False
1154,C001154,Eva,Jansen,Eva Jansen,M,1970-05-24,2022-11-06,Corporate,28,eva.jansen.1154@example.com,True
1155,C001155,Julia,Nowak,Julia Nowak,M,1981-07-25,2024-06-26,Corporate,15,julia.nowak.1155@example.com,True
1156,C001156,Marco,Klein,Marco Klein,F,1993-12-17,2024-08-18,Consumer,11,marco.klein.1156@example.com,True
1157,C001157,Marta,Rossi,Marta Rossi,M,2004-03-26,2023-08-09,Consumer,4,marta.rossi.1157@example.com,True
1158,C001158,Emma,Klein,Emma Klein,F,1966-05-10,2022-10-24,Small Business,10,emma.klein.1158@example.com,False
1159,C001159,Sofia,Brown,Sofia Brown,M,1990-06-01,2021-07-23,Consumer,16,sofia.brown.1159@example.com,False
1160,C001160,Emma,Klein,Emma Klein,Unknown,1985-11-13,2022-04-09,Consumer,26,emma.klein.1160@example.com,False
1161,C001161,Sofia,Garcia,Sofia Garcia,M,2003-03-13,2021-09-01,Small Business,25,sofia.garcia.1161@example.com,False
1162,C001162,Filip,Dubois,Filip Dubois,F,1989-02-12,2020-10-13,Small Business,28,filip.dubois.1162@example.com,True
1163,C001163,Hugo,Garcia,Hugo Garcia,F,1976-09-27,2024-03-25,Corporate,16,hugo.garcia.1163@example.com,True
1164,C001164,Jan,Muller,Jan Muller,Unknown,1974-07-03,2023-03-16,Consumer,13,jan.muller.1164@example.com,True
1165,C001165,Eva,Brown,Eva Brown,F,1985-01-09,2021-10-29,Consumer,20,eva.brown.1165@example.com,False
1166,C001166,Kasia,Wojcik,Kasia Wojcik,Unknown,1960-06-22,2020-07-07,Small Business,7,kasia.wojcik.1166@example.com,False
1167,C001167,Lukas,Garcia,Lukas Garcia,F,1963-10-17,2023-06-23,Consumer,1,lukas.garcia.1167@example.com,False
1168,C001168,Tomas,Wojcik,Tomas Wojcik,Unknown,1958-05-14,2021-12-05,Small Business,26,tomas.wojcik.1168@example.com,False
1169,C001169,Hugo,Wojcik,Hugo Wojcik,M,1985-12-11,2022-08-20,Consumer,33,hugo.wojcik.1169@example.com,True
1170,C001170,Adam,Wojcik,Adam Wojcik,M,1979-11-03,2021-08-15,Small Business,28,adam.wojcik.1170@example.com,False
1171,C001171,Emma,Novak,Emma Novak,F,1994-12-28,2023-03-02,Consumer,17,emma.novak.1171@example.com,True
1172,C001172,Kasia,Garcia,Kasia Garcia,M,1958-10-22,2022-05-19,Consumer,32,kasia.garcia.1172@example.com,True
1173,C001173,Adam,Rossi,Adam Rossi,M,1966-05-12,2020-12-05,Consumer,2,adam.rossi.1173@example.com,False
1174,C001174,Hugo,Martin,Hugo Martin,F,1957-09-24,2022-04-15,Consumer,8,hugo.martin.1174@example.com,True
1175,C001175,Marek,Dubois,Marek Dubois,Unknown,1972-06-15,2021-06-09,Small Business,10,marek.dubois.1175@example.com,False
1176,C001176,Marta,Garcia,Marta Garcia,M,1978-01-05,2020-11-11,Consumer,3,marta.garcia.1176@example.com,False
1177,C001177,Marco,Dubois,Marco Dubois,Unknown,1980-01-06,2021-05-08,Corporate,22,marco.dubois.1177@example.com,False
1178,C001178,Piotr,Wojcik,Piotr Wojcik,Unknown,1967-10-09,2024-01-13,Small Business,28,piotr.wojcik.1178@example.com,True
1179,C001179,Hugo,Nilsson,Hugo Nilsson,Unknown,1985-04-25,2022-04-26,Corporate,4,hugo.nilsson.1179@example.com,True
1180,C001180,Jan,Nilsson,Jan Nilsson,F,1980-03-22,2022-09-25,Consumer,33,jan.nilsson.1180@example.com,True
1181,C001181,Sofia,Rossi,Sofia Rossi,F,1972-08-20,2021-07-27,Consumer,27,sofia.rossi.1181@example.com,True
1182,C001182,Noah,Nowak,Noah Nowak,Unknown,1994-05-24,2022-08-03,Consumer,21,noah.nowak.1182@example.com,False
1183,C001183,Eva,Jansen,Eva Jansen,M,1990-01-11,2022-11-03,Small Business,35,eva.jansen.1183@example.com,True
1184,C001184,Emma,Novak,Emma Novak,M,1999-03-22,2022-05-05,Consumer,32,emma.novak.1184@example.com,False
1185,C001185,Marek,Novak,Marek Novak,M,1977-02-07,2022-11-16,Consumer,6,marek.novak.1185@example.com,False
1186,C001186,Kasia,Kowalski,Kasia Kowalski,Unknown,1964-10-19,2023-07-05,Consumer,29,kasia.kowalski.1186@example.com,False
1187,C001187,Marco,Novak,Marco Novak,F,2002-08-08,2023-12-18,Consumer,2,marco.novak.1187@example.com,False
1188,C001188,Piotr,Dubois,Piotr Dubois,F,1968-04-04,2022-01-09,Small Business,8,piotr.dubois.1188@example.com,False
1189,C001189,Adam,Dubois,Adam Dubois,M,1977-04-14,2021-11-20,Small Business,26,adam.dubois.1189@example.com,False
1190,C001190,Julia,Novak,Julia Novak,M,1989-07-08,2021-11-10,Corporate,21,julia.novak.1190@example.com,True
1191,C001191,Lukas,Klein,Lukas Klein,M,1966-07-10,2024-12-23,Corporate,29,lukas.klein.1191@example.com,False
1192,C001192,Eva,Nilsson,Eva Nilsson,Unknown,1996-07-14,2021-11-28,Consumer,7,eva.nilsson.1192@example.com,True
1193,C001193,Marta,Nilsson,Marta Nilsson,Unknown,1991-12-14,2023-10-05,Consumer,33,marta.nilsson.1193@example.com,False
1194,C001194,Marta,Garcia,Marta Garcia,Unknown,1956-12-20,2021-12-21,Consumer,31,marta.garcia.1194@example.com,True
1195,C001195,Kasia,Garcia,Kasia Garcia,M,2001-04-06,2021-10-19,Consumer,11,kasia.garcia.1195@example.com,True
1196,C001196,Emma,Nilsson,Emma Nilsson,F,1984-08-08,2022-07-28,Small Business,2,emma.nilsson.1196@example.com,False
1197,C001197,Piotr,Wojcik,Piotr Wojcik,M,1993-06-28,2022-12-05,Corporate,33,piotr.wojcik.1197@example.com,True
1198,C001198,Tomas,Lewandowski,Tomas Lewandowski,M,1988-08-28,2021-04-26,VIP,3,tomas.lewandowski.1198@example.com,False
1199,C001199,Piotr,Martin,Piotr Martin,M,2004-10-21,2020-08-21,Consumer,35,piotr.martin.1199@example.com,False
1200,C001200,Eva,Lewandowski,Eva Lewandowski,Unknown,2001-01-12,2023-10-01,Corporate,19,eva.lewandowski.1200@example.com,False
1201,C001201,Piotr,Smith,Piotr Smith,Unknown,1971-10-25,2020-05-29,Consumer,8,piotr.smith.1201@example.com,True
1202,C001202,Sofia,Klein,Sofia Klein,M,1970-08-07,2021-10-21,Corporate,22,sofia.klein.1202@example.com,True
1203,C001203,Noah,Wojcik,Noah Wojcik,M,1971-06-10,2022-07-25,Small Business,32,noah.wojcik.1203@example.com,False
1204,C001204,Filip,Kowalski,Filip Kowalski,F,2003-03-05,2022-02-26,Consumer,18,filip.kowalski.1204@example.com,True
1205,C001205,Marco,Rossi,Marco Rossi,M,2000-03-19,2021-12-07,Corporate,24,marco.rossi.1205@example.com,False
1206,C001206,Sofia,Smith,Sofia Smith,Unknown,1993-05-28,2022-05-14,Consumer,10,sofia.smith.1206@example.com,False
1207,C001207,Sofia,Nilsson,Sofia Nilsson,Unknown,1955-05-12,2022-10-31,Small Business,20,sofia.nilsson.1207@example.com,False
1208,C001208,Filip,Klein,Filip Klein,M,1965-06-21,2024-05-17,Consumer,31,filip.klein.1208@example.com,True
1209,C001209,Lukas,Lewandowski,Lukas Lewandowski,F,1988-08-06,2022-10-10,Corporate,32,lukas.lewandowski.1209@example.com,True
1210,C001210,Marco,Muller,Marco Muller,Unknown,1969-03-09,2020-12-18,Consumer,15,marco.muller.1210@example.com,False
1211,C001211,Julia,Klein,Julia Klein,M,1969-12-07,2021-03-02,Corporate,1,julia.klein.1211@example.com,False
1212,C001212,Marta,Rossi,Marta Rossi,F,1990-09-28,2022-12-09,VIP,33,marta.rossi.1212@example.com,True
1213,C001213,Noah,Muller,Noah Muller,F,1971-12-06,2021-06-10,Corporate,34,noah.muller.1213@example.com,False
1214,C001214,Filip,Rossi,Filip Rossi,Unknown,1990-05-03,2020-12-26,Small Business,3,filip.rossi.1214@example.com,True
1215,C001215,Julia,Rossi,Julia Rossi,Unknown,1958-04-08,2024-08-08,Consumer,9,julia.rossi.1215@example.com,True
1216,C001216,Lucia,Wojcik,Lucia Wojcik,M,1995-02-07,2021-04-25,Consumer,4,lucia.wojcik.1216@example.com,True
1217,C001217,Lena,Muller,Lena Muller,Unknown,1993-08-10,2020-06-17,Consumer,35,lena.muller.1217@example.com,False
1218,C001218,Emma,Nilsson,Emma Nilsson,M,1995-10-25,2020-09-22,Corporate,29,emma.nilsson.1218@example.com,False
1219,C001219,Lukas,Garcia,Lukas Garcia,M,1987-08-17,2022-11-20,Small Business,32,lukas.garcia.1219@example.com,True
1220,C001220,Adam,Novak,Adam Novak,M,1974-11-15,2022-09-17,Consumer,18,adam.novak.1220@example.com,False
1221,C001221,Marek,Jansen,Marek Jansen,Unknown,1965-03-03,2022-04-17,Consumer,33,marek.jansen.1221@example.com,False
1222,C001222,Lucia,Brown,Lucia Brown,F,1998-09-27,2022-07-29,Corporate,29,lucia.brown.1222@example.com,True
1223,C001223,Marco,Garcia,Marco Garcia,Unknown,2004-09-16,2023-05-25,Consumer,33,marco.garcia.1223@example.com,False
1224,C001224,Lukas,Muller,Lukas Muller,Unknown,2004-07-26,2022-05-29,Corporate,21,lukas.muller.1224@example.com,True
1225,C001225,Marek,Brown,Marek Brown,F,1993-07-25,2021-06-23,Small Business,34,marek.brown.1225@example.com,False
1226,C001226,Hugo,Smith,Hugo Smith,M,1974-06-24,2022-10-11,Consumer,20,hugo.smith.1226@example.com,False
1227,C001227,Anna,Wojcik,Anna Wojcik,M,1980-01-14,2021-10-17,Corporate,27,anna.wojcik.1227@example.com,True
1228,C001228,Emma,Brown,Emma Brown,F,2000-05-10,2021-10-05,Consumer,13,emma.brown.1228@example.com,False
1229,C001229,Adam,Novak,Adam Novak,M,2002-04-26,2024-03-21,Small Business,21,adam.novak.1229@example.com,True
1230,C001230,Lukas,Garcia,Lukas Garcia,F,2001-08-24,2022-12-22,Small Business,16,lukas.garcia.1230@example.com,True
1231,C001231,Noah,Rossi,Noah Rossi,F,1993-10-13,2022-05-28,Corporate,32,noah.rossi.1231@example.com,True
1232,C001232,Kasia,Klein,Kasia Klein,M,1973-02-16,2022-01-15,VIP,24,kasia.klein.1232@example.com,False
1233,C001233,Sofia,Nilsson,Sofia Nilsson,M,1974-10-07,2020-12-02,Consumer,10,sofia.nilsson.1233@example.com,False
1234,C001234,Adam,Novak,Adam Novak,Unknown,1973-12-01,2021-12-28,Corporate,17,adam.novak.1234@example.com,True
1235,C001235,Kasia,Martin,Kasia Martin,M,1968-03-11,2021-12-19,Consumer,24,kasia.martin.1235@example.com,True
1236,C001236,Ola,Nilsson,Ola Nilsson,M,2002-01-05,2023-12-21,Consumer,17,ola.nilsson.1236@example.com,False
1237,C001237,Julia,Kowalski,Julia Kowalski,F,1987-06-01,2022-11-13,VIP,4,julia.kowalski.1237@example.com,False
1238,C001238,Adam,Jansen,Adam Jansen,Unknown,1973-10-11,2020-08-07,Consumer,21,adam.jansen.1238@example.com,True
1239,C001239,Adam,Smith,Adam Smith,F,1987-02-19,2021-10-04,Corporate,8,adam.smith.1239@example.com,False
1240,C001240,Kasia,Jansen,Kasia Jansen,F,2002-03-21,2021-06-26,Corporate,18,kasia.jansen.1240@example.com,True
1241,C001241,Tomas,Klein,Tomas Klein,Unknown,1956-07-19,2021-03-20,Small Business,34,tomas.klein.1241@example.com,True
1242,C001242,Lucia,Dubois,Lucia Dubois,Unknown,1964-05-28,2024-08-26,Corporate,15,lucia.dubois.1242@example.com,False
1243,C001243,Lena,Klein,Lena Klein,F,1977-12-28,2021-03-29,Small Business,13,lena.klein.1243@example.com,True
1244,C001244,Piotr,Kowalski,Piotr Kowalski,Unknown,1989-10-28,2022-08-09,Consumer,12,piotr.kowalski.1244@example.com,True
1245,C001245,Noah,Brown,Noah Brown,M,1968-04-10,2023-12-03,Consumer,21,noah.brown.1245@example.com,False
1246,C001246,Anna,Smith,Anna Smith,M,1983-02-27,2021-02-03,Small Business,23,anna.smith.1246@example.com,False
1247,C001247,Eva,Kowalski,Eva Kowalski,M,1983-08-13,2022-08-07,Corporate,14,eva.kowalski.1247@example.com,True
1248,C001248,Julia,Klein,Julia Klein,F,1992-12-17,2022-07-29,Consumer,12,julia.klein.1248@example.com,False
